Address ,Price ,Pay For A Year ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
כצנלסון 71,"6,500 ₪",1,0,ירושלים,30,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
אריאל שרון 6,"3,500 ₪",1,0,אשקלון,112,1 מתוך 1,0,אשדוד - אשקלון,דירה
אשרמן 3,"5,400 ₪",12,0,בית שמש,105,7 מתוך 8,1,בית שמש והסביבה,דירה
"דרך צה""ל 1","6,000 ₪",12,5.0,תל אביב יפו,193,6 מתוך 30,0,תל אביב,דירה
עברונה 14,"7,000 ₪",12,0,מגדל העמק,75,קרקע מתוך קרקע,0,עמק יזרעאל,דירה
עולי הגרדום 20,"5,100 ₪",1,3.0,אריאל,250,1 מתוך 1,0,יישובי השומרון,דירה
מוריץ דניאל 38,"8,250 ₪",12,3.0,חיפה,90,1 מתוך 3,1,חיפה וחוף הכרמל,דירה
אהרון אייזנברג 8,"4,900 ₪",12,0,ראש פינה,80,4 מתוך 4,0,גליל ועמקים,דירה
הגלעד 2,"3,550 ₪",12,2.5,כרמיאל,100,2 מתוך 8,0,כרמיאל והסביבה,גג/פנטהאוז
התקופה 5,"4,500 ₪",12,0,ניצני עוז,65,17 מתוך 20,1,מושבים בשרון,דירה
בלפור 11,"4,350 ₪",12,5.0,כפר סבא,118,1 מתוך 4,0,רעננה - כפר סבא,דירה
הרימון 395,"4,500 ₪",1,0,ירושלים,76,קרקע מתוך 4,0,ירושלים והסביבה,דירת גן
האלה 108,"3,400 ₪",12,0,נהריה,57,1 מתוך 4,1,עכו - נהריה,יחידת דיור
שדרות פנחס ספיר 27,"4,500 ₪",12,0,ראש העין,323,קרקע מתוך קרקע,1,ראש העין והסביבה,דירה
מרים ילן שטקליס 9,"3,300 ₪",12,0,קרית עקרון,35,3 מתוך 13,1,נס ציונה - רחובות,יחידת דיור
עמק רפאים 72,"6,900 ₪",12,4.0,תל אביב יפו,76,1 מתוך 2,0,תל אביב,דירה
חיים בן עטר 11,"4,750 ₪",12,0,אשדוד,57,קרקע מתוך קרקע,0,אשדוד - אשקלון,דירה
"ד""ר יואכים כספרי 20","3,300 ₪",0,0,תל אביב יפו,323,קרקע מתוך 2,0,תל אביב,דירה
שמואל ברוזה 2,"3,750 ₪",12,0,קיסריה,35,קרקע מתוך קרקע,0,קיסריה והסביבה,דירה
צופית 4,"3,800 ₪",12,2.5,ירושלים,75,3 מתוך 3,0,ירושלים והסביבה,דירה
"פלמ""ח 125",300 ₪,12,0,בני ברק,28,קרקע מתוך קרקע,0,רמת גן - גבעתיים,תיירות ונופש
ישראל שוחט 141,"3,000 ₪",12,0,קרית מוצקין,120,3 מתוך 8,0,קריות,יחידת דיור
התפוז 2,"3,700 ₪",12,0,קרית ביאליק,206,קרקע מתוך 1,0,קריות,יחידת דיור
הגפן 10,"4,500 ₪",12,0,באר שבע,72,2 מתוך 2,0,באר שבע והסביבה,דירת גן
לאה גולדברג 22,0,1,0,ראשון לציון,50,9 מתוך 13,3,"ראשל""צ והסביבה",יחידת דיור
מאיר גרוסמן 31,"3,000 ₪",6,0,קיסריה,75,3 מתוך 3,0,קיסריה והסביבה,דירה
בר הופמן 11,"35,000 ₪",12,1.0,תל אביב יפו,180,2 מתוך 8,0,תל אביב,גג/פנטהאוז
התפוז 2,"3,700 ₪",12,0,תל אביב יפו,130,1 מתוך 4,0,תל אביב,יחידת דיור
הגפן 10,"4,500 ₪",12,0,תל אביב יפו,120,1 מתוך 1,1,תל אביב,דירת גן
לאה גולדברג 22,0,12,0,ראשון לציון,380,2 מתוך 3,0,"ראשל""צ והסביבה",יחידת דיור
מאיר גרוסמן 31,"3,000 ₪",12,0,רמת גן,140,4 מתוך 4,1,רמת גן - גבעתיים,דירה
בר הופמן 11,"35,000 ₪",12,0,ראשון לציון,20,1 מתוך 4,0,"ראשל""צ והסביבה",גג/פנטהאוז
אביבה ומתיתיהו לוסטרניק 6,"10,500 ₪",0,1.0,קיסריה,230,קרקע מתוך קרקע,3,קיסריה והסביבה,בית פרטי/קוטג'
קריניצי 12,"5,000 ₪",12,0,תל אביב יפו,81,1 מתוך 1,1,תל אביב,דירה
שירת גאולים 25,"9,700 ₪",12,0,תל אביב יפו,130,קרקע מתוך 4,1,תל אביב,בית פרטי/קוטג'
בר יוחאי 21,"4,900 ₪",12,0,תל אביב יפו,75,קרקע מתוך 5,0,תל אביב,דירה
ספיר 3,"3,375 ₪",12,0,ראשון לציון,80,1 מתוך 5,0,"ראשל""צ והסביבה",דירת גן
הפרחים 9,"3,500 ₪",12,0,רמת גן,34,4 מתוך 7,1,רמת גן - גבעתיים,דירה
רוטשילד 4,"6,200 ₪",12,0,נתניה,140,1 מתוך 7,2,נתניה והסביבה,דירה
גאולים 7,"2,500 ₪",1,2.0,תל אביב יפו,108,4 מתוך 4,0,תל אביב,דירת גן
אינטרנשיונל 14,"6,500 ₪",12,0,שער אפרים,102,1 מתוך 5,0,מושבים בשרון,דירה
הולינט 1,"2,400 ₪",12,0,תל אביב יפו,50,קרקע מתוך קרקע,0,תל אביב,דירה
ביאליק 158,"6,000 ₪",0,0,באר שבע,60,1 מתוך 3,0,באר שבע והסביבה,דירה
חכם שלום 15,"3,500 ₪",1,0,פתח תקווה,65,9 מתוך 15,0,פתח תקוה והסביבה,דירה
שדרות דרום אפריקה 1,0,0,4.0,חדרה,70,1 מתוך 1,0,חדרה וישובי עמק חפר,דירה
רב חנן 1,"5,800 ₪",12,0,רמת גן,50,3 מתוך 3,0,רמת גן - גבעתיים,דירת גן
שונצינו 20,"4,000 ₪",12,0,תל אביב יפו,45,3 מתוך 4,0,תל אביב,סטודיו/לופט
חיים הרצוג 1,"3,850 ₪",12,0,תל אביב יפו,65,1 מתוך 1,0,תל אביב,דירת גן
הורדים 10,"3,500 ₪",12,0,רחובות,90,2 מתוך 4,0,נס ציונה - רחובות,דירה
הנרייטה סולד 20,"3,200 ₪",12,0,אור עקיבא,97,קרקע מתוך קרקע,0,קיסריה והסביבה,דירה
התמרים 6,"3,300 ₪",1,0,חולון,94,6 מתוך 8,0,חולון - בת ים,בית פרטי/קוטג'
אילנות 8,"2,900 ₪",12,0,עכו,90,17 מתוך 22,0,עכו - נהריה,דירה
אלומות 11,"7,800 ₪",12,0,תל אביב יפו,70,4 מתוך 4,0,תל אביב,בית פרטי/קוטג'
שלמה וחיה אנגל 35,"11,000 ₪",12,0,אור יהודה,84,4 מתוך 4,1,בקעת אונו,דירת גן
תירוש 557,"4,400 ₪",12,2.0,יבנה,20,1 מתוך 4,2,גדרה יבנה והסביבה,דירה
"שדרות זלמן שז""ר 67","4,500 ₪",12,0,חיפה,40,1 מתוך 2,2,חיפה וחוף הכרמל,דירה
יונתן רטוש 10,"5,900 ₪",12,5.0,קרית מוצקין,140,4 מתוך 4,1,קריות,דירה
הנרקיס 3,"5,500 ₪",12,5.0,חיפה,45,2 מתוך 4,0,חיפה וחוף הכרמל,דירה
וולפסון 64,"6,500 ₪",12,0,באר שבע,70,קרקע מתוך 3,1,באר שבע והסביבה,סאבלט
שבי ציון 26,"3,800 ₪",12,1.0,שורש,80,קרקע מתוך קרקע,2,ירושלים והסביבה,דירה
בושם 63,"7,500 ₪",12,0,מודיעין מכבים רעות,80,1 מתוך 1,0,מודיעין והסביבה,דירה
רוטשילד 1,"5,000 ₪",12,0,לוד,45,10 מתוך 12,0,רמלה - לוד,דירה
כרמון 4,"7,700 ₪",12,0,תל אביב יפו,65,4 מתוך 10,0,תל אביב,דירה
ערבי נחל 1,"3,000 ₪",12,0,ירושלים,148,קרקע מתוך קרקע,0,ירושלים והסביבה,דירת גן
הרב דנגור 7,"4,900 ₪",12,5.0,בחן,135,2 מתוך 5,0,חדרה וישובי עמק חפר,דירה
קליבנוב 4,"4,300 ₪",12,0,ראשון לציון,55,2 מתוך 5,1,"ראשל""צ והסביבה",דירה
שבטי ישראל 23,"3,300 ₪",12,0,באר שבע,85,1 מתוך 3,0,באר שבע והסביבה,דירת גן
חביבה רייק 25,"2,000 ₪",12,0,לוד,48,3 מתוך 9,1,רמלה - לוד,דירה
תנועות הנוער 1,"3,200 ₪",12,0,ראשון לציון,23,2 מתוך 3,0,"ראשל""צ והסביבה",יחידת דיור
גל 4,"3,500 ₪",11,3.0,בת ים,80,12 מתוך 12,0,חולון - בת ים,יחידת דיור
אבשלום חביב 5,"18,000 ₪",12,3.5,חולון,95,10 מתוך 18,0,חולון - בת ים,דירה
דרך מנחם בגין 158,"10,400 ₪",12,0,ירושלים,70,1 מתוך 3,0,ירושלים והסביבה,דירה
בן סירא 14,"8,600 ₪",12,0,גני תקווה,940,3 מתוך 3,1,בקעת אונו,דירה
"אז""ר 12","5,300 ₪",12,0,ראשון לציון,30,3 מתוך 3,0,"ראשל""צ והסביבה",דירה
פנחס רוטנברג 17,500 ₪,12,5.0,מבשרת ציון,91,2 מתוך 2,1,ירושלים והסביבה,מחסן
תנועות הנוער 1,"3,200 ₪",0,0,פתח תקווה,40,קרקע מתוך 3,1,פתח תקוה והסביבה,יחידת דיור
גל 4,"3,500 ₪",0,0,ראשון לציון,700,2 מתוך 12,0,"ראשל""צ והסביבה",יחידת דיור
אבשלום חביב 5,"18,000 ₪",12,5.0,מבשרת ציון,153,קרקע מתוך 3,3,ירושלים והסביבה,דירה
דרך מנחם בגין 158,"10,400 ₪",12,0,פתח תקווה,110,7 מתוך 7,0,פתח תקוה והסביבה,דירה
בן סירא 14,"8,600 ₪",12,4.0,רמלה,63,3 מתוך 8,0,רמלה - לוד,דירה
"אז""ר 12","5,300 ₪",12,0,באר שבע,110,3 מתוך 3,0,באר שבע והסביבה,דירה
פנחס רוטנברג 17,500 ₪,12,0,הרצליה,90,קרקע מתוך קרקע,3,רמת השרון - הרצליה,מחסן
קרל פופר 5,"7,000 ₪",12,0,גבעת שמואל,230,1 מתוך 3,2,בקעת אונו,דירה
החשמונאים 29,"13,800 ₪",12,2.5,כפר סבא,120,3 מתוך 11,1,רעננה - כפר סבא,דירה
אודם 1,"2,700 ₪",12,0,טבריה,96,קרקע מתוך 4,0,טבריה והסביבה,יחידת דיור
דיזנגוף 290,"7,600 ₪",12,0,ראשון לציון,58,2 מתוך 3,1,"ראשל""צ והסביבה",דירה
מינץ 1,280 ₪,12,0,ראשון לציון,65,קרקע מתוך קרקע,1,"ראשל""צ והסביבה",יחידת דיור
יצחק בן צבי 28,"5,700 ₪",12,3.0,אריאל,0,קרקע מתוך קרקע,0,יישובי השומרון,דירה
אידלווין 9,"3,600 ₪",12,2.0,רמלה,1,3 מתוך 3,1,רמלה - לוד,דירה
הבנים 19,"6,900 ₪",12,0,אליפלט,75,7 מתוך 9,2,גליל ועמקים,דירה
אבן גבירול 190,"6,300 ₪",12,3.0,גן יבנה,94,3 מתוך 4,0,אשדוד - אשקלון,דירה
דאנטה 8,0,1,3.5,קרית גת,134,קרקע מתוך 3,0,באר שבע והסביבה,דירה
דרך יבנה 63,"4,400 ₪",12,0,ירושלים,240,3 מתוך 3,1,ירושלים והסביבה,דירה
השיקמים 6,"5,350 ₪",12,0,גבעתיים,135,3 מתוך 3,0,רמת גן - גבעתיים,דירה
הערבה,"3,600 ₪",12,0,ירוחם,69,1 מתוך 2,0,באר שבע והסביבה,דירה
פשוש 3,0,12,4.0,חגור,500,2 מתוך 2,0,הוד השרון והסביבה,יחידת דיור
בושם 72,"5,500 ₪",12,5.0,ירושלים,122,קרקע מתוך קרקע,1,ירושלים והסביבה,דירה
משה דיין 1,"4,300 ₪",12,0,ראשון לציון,110,1 מתוך 6,0,"ראשל""צ והסביבה",יחידת דיור
הבשן 3,"3,700 ₪",12,0,ראש העין,30,3 מתוך 3,0,ראש העין והסביבה,יחידת דיור
רמת ויזניץ,"4,200 ₪",12,0,קרית גת,97,1 מתוך 3,0,באר שבע והסביבה,דירה
עפרה חזה 25,"5,400 ₪",12,0,חיפה,80,קרקע מתוך 1,0,חיפה וחוף הכרמל,גג/פנטהאוז
יפעה 1,"6,200 ₪",12,0,פרדס חנה כרכור,120,2 מתוך 4,0,פרדס חנה - כרכור,דירה
אורטל 21,"4,600 ₪",12,0,אור יהודה,123,קרקע מתוך 4,2,בקעת אונו,דירה
נחל דרגות 254,"3,300 ₪",12,0,חיפה,87,3 מתוך 4,0,חיפה וחוף הכרמל,יחידת דיור
יוסף בורג 5,"4,200 ₪",12,0,באר שבע,78,2 מתוך 9,0,באר שבע והסביבה,גג/פנטהאוז
השקד 146,"3,600 ₪",12,0,צפת,35,2 מתוך 2,0,גליל ועמקים,יחידת דיור
זכריה הנביא 4,"5,800 ₪",12,3.5,יציץ,60,5 מתוך 7,0,מושבים בשפלה,דירה
חיים ארלוזורוב 24,"2,200 ₪",12,2.0,קרית עקרון,60,7 מתוך 14,0,נס ציונה - רחובות,יחידת דיור
פטרסון 5,"4,500 ₪",0,2.0,פתח תקווה,75,קרקע מתוך 1,0,פתח תקוה והסביבה,דירה
צוריאל,"3,200 ₪",12,0,רמת השרון,125,קרקע מתוך 28,0,רמת השרון - הרצליה,יחידת דיור
הארזים 23,"6,500 ₪",12,0,קרית אתא,30,10 מתוך 13,2,קריות,דירה
שקד 16,"12,000 ₪",0,0,תל אביב יפו,110,2 מתוך 3,0,תל אביב,בית פרטי/קוטג'
יהושע גיבשטיין 25,"5,500 ₪",12,0,ירושלים,70,1 מתוך 4,0,ירושלים והסביבה,דירה
שפרינצק 6,"1,500 ₪",12,0,תל אביב יפו,80,קרקע מתוך 1,0,תל אביב,דירה
אליעזר קפלן 14,"4,800 ₪",0,0,שדמות דבורה,70,1 מתוך 2,2,גליל ועמקים,דירת גן
חיל החימוש 28,"9,000 ₪",12,5.0,הר גילה,69,1 מתוך 2,0,ירושלים והסביבה,גג/פנטהאוז
שדרות בר אילן 16,"4,400 ₪",12,3.0,רמת גן,65,4 מתוך 4,2,רמת גן - גבעתיים,דירה
ההסתדרות 100,"4,900 ₪",12,0,קרית גת,56,קרקע מתוך 2,0,באר שבע והסביבה,דירה
בית יעקב 11,"5,100 ₪",1,4.0,עומר,120,4 מתוך 4,0,באר שבע והסביבה,דירה
התבור 6,"5,400 ₪",12,5.0,עכו,90,1 מתוך 1,1,עכו - נהריה,דירה
השריג 5,"6,600 ₪",12,4.0,ראשון לציון,141,4 מתוך 6,1,"ראשל""צ והסביבה",דירה
יסמין 89,"11,000 ₪",12,0,חיפה,106,3 מתוך 3,0,חיפה וחוף הכרמל,בית פרטי/קוטג'
מבצע יפתח 6,"7,700 ₪",12,0,בית שמש,30,6 מתוך 6,0,בית שמש והסביבה,דירה
השריג 5,"6,600 ₪",12,0,קרית גת,80,2 מתוך 9,0,באר שבע והסביבה,דירה
יסמין 89,"11,000 ₪",0,4.0,עומר,145,קרקע מתוך קרקע,0,באר שבע והסביבה,בית פרטי/קוטג'
מבצע יפתח 6,"7,700 ₪",12,5.0,עכו,100,קרקע מתוך קרקע,2,עכו - נהריה,דירה
יבנה 16,"4,300 ₪",12,4.0,ראשון לציון,40,2 מתוך 13,0,"ראשל""צ והסביבה",גג/פנטהאוז
יצחק אבינו 13,"3,300 ₪",12,0,חיפה,45,1 מתוך 2,1,חיפה וחוף הכרמל,דירה
חנה סנש 27,"7,500 ₪",12,0,בית שמש,50,4 מתוך 6,2,בית שמש והסביבה,דירה
בארי 5,"5,000 ₪",12,0,תל אביב יפו,60,3 מתוך 9,0,תל אביב,דירה
אימבר 20,"5,500 ₪",0,0,נתניה,38,1 מתוך 2,0,נתניה והסביבה,דירה
השומר 35,"6,000 ₪",12,0,פרדס חנה כרכור,80,1 מתוך 4,0,פרדס חנה - כרכור,דירה
"פיק""א 2","5,250 ₪",12,2.0,רמת גן,70,קרקע מתוך קרקע,0,רמת גן - גבעתיים,יחידת דיור
סמטת בצלאל 8,"5,000 ₪",12,0,כוכב יעקב,126,3 מתוך 4,0,ירושלים והסביבה,דירה
כרכום 18,0,12,3.0,אשקלון,117,14 מתוך 15,0,אשדוד - אשקלון,דירה
תדהר 3,"3,000 ₪",12,0,ראשון לציון,100,2 מתוך 3,0,"ראשל""צ והסביבה",דירת גן
יעקב דורי 2,"5,690 ₪",0,0,באר שבע,100,קרקע מתוך קרקע,0,באר שבע והסביבה,דירה
אליפלט,"2,600 ₪",12,0,ראשון לציון,105,7 מתוך 17,0,"ראשל""צ והסביבה",דירת גן
שבזי 11,"2,599 ₪",12,0,קרית טבעון,130,7 מתוך 8,0,עמק יזרעאל,דירה
עתניאל בן קנז 9,"3,200 ₪",11,2.0,עכו,100,2 מתוך 9,0,עכו - נהריה,דירה
מאיר נקר 4,"5,600 ₪",12,5.0,חיפה,90,1 מתוך 4,0,חיפה וחוף הכרמל,דירה
שיינקין 96,"3,200 ₪",12,0,בית שאן,45,2 מתוך 2,0,גליל ועמקים,דירה
צבי בורנשטיין 657,"2,200 ₪",12,1.0,תל אביב יפו,57,3 מתוך 4,0,תל אביב,דירה
סנונית 267,"8,800 ₪",12,0,רחובות,144,7 מתוך 9,0,נס ציונה - רחובות,דופלקס
שלום שוורצבארד 12,"3,200 ₪",11,0,קרית אתא,48,4 מתוך 4,0,קריות,דירה
דרור 46,"6,900 ₪",12,0,רעננה,35,2 מתוך 2,1,רעננה - כפר סבא,דירה
עופרה מוזס 3,"4,900 ₪",12,4.0,אבני חפץ,65,2 מתוך 3,0,יישובי השומרון,דירה
אקסודוס 10,"3,200 ₪",12,3.0,אשקלון,55,7 מתוך 9,0,אשדוד - אשקלון,דירה
חנה סנש 23,"3,200 ₪",12,0,תל אביב יפו,50,4 מתוך 4,2,תל אביב,דירה
גינת אגוז 7,"4,800 ₪",12,0,אילת,90,2 מתוך 2,1,אילת והערבה,דירה
ניצן 29,"6,900 ₪",12,0,רמת גן,130,2 מתוך 3,1,רמת גן - גבעתיים,דירה
דרך צרפת 40,"2,600 ₪",12,0,זכרון יעקב,140,4 מתוך 18,1,זכרון - בנימינה,דירה
דרך שמשון 16,"1,990 ₪",12,0,ירושלים,190,3 מתוך 4,1,ירושלים והסביבה,דירה
נץ 3,"1,200 ₪",12,0,עתלית,90,קרקע מתוך קרקע,1,חיפה וחוף הכרמל,תיירות ונופש
התמר 79,"3,500 ₪",12,3.0,חולון,120,4 מתוך 5,0,חולון - בת ים,דירה
האלון 31,"3,000 ₪",1,0,כפר יונה,70,1 מתוך 7,0,נתניה והסביבה,יחידת דיור
רוקח 9,"4,500 ₪",12,0,נהריה,103,1 מתוך 2,2,עכו - נהריה,דירה
ההגנה 23,"6,000 ₪",12,0,נשר,1,1 מתוך 4,0,חיפה וחוף הכרמל,יחידת דיור
ארלוזורוב 25,"2,700 ₪",12,0,חיפה,86,קרקע מתוך קרקע,0,חיפה וחוף הכרמל,דירה
יצחק שדה 3,"9,200 ₪",0,0,חיפה,100,3 מתוך 3,0,חיפה וחוף הכרמל,דירה
הנמר 15,"8,200 ₪",12,4.5,נתניה,43,1 מתוך 4,0,נתניה והסביבה,דירה
אבן גבירול 190,"8,900 ₪",12,0,בית שמש,1,קרקע מתוך 1,0,בית שמש והסביבה,דירה
שדמות דבורה,"6,400 ₪",12,1.0,באר שבע,86,2 מתוך 4,0,באר שבע והסביבה,בית פרטי/קוטג'
הרימון 11,"4,800 ₪",12,4.0,רמת גן,100,קרקע מתוך 2,0,רמת גן - גבעתיים,דירה
המתמיד 19,"13,500 ₪",0,0,קדומים,43,3 מתוך 4,0,יישובי השומרון,גג/פנטהאוז
שדרות לכיש 119,"4,150 ₪",12,0,נתניה,110,1 מתוך 1,0,נתניה והסביבה,דירה
השיטה 99,"9,500 ₪",12,4.0,באר שבע,120,6 מתוך 8,1,באר שבע והסביבה,בית פרטי/קוטג'
דרך הים 7,"4,250 ₪",12,0,רמת גן,330,3 מתוך 4,0,רמת גן - גבעתיים,דירה
נפתלי הלל 12,"4,200 ₪",12,0,קדומים,80,2 מתוך 2,0,יישובי השומרון,דירה
